DATA_ID,STUDY_ID,AI_NAME,AI_50,AI_50_TYPE,AI_ERROR_LOWER,AI_ERROR_HIGHER,AI_ERROR_TYPE,AI_N_CONTAINER,AI_N_INDIVIDUALS_PER_CONTAINER,AI_N_STRUCTURE,FORM_NAME,FORM_50,FORM_50_TYPE,FORM_ERROR_LOWER,FORM_ERROR_HIGHER,FORM_ERROR_TYPE,FORM_N_CONTAINER,FORM_N_INDIVIDUALS_PER_CONTAINER,FORM_N_STRUCTURE,CI_METHOD,COMMON_CONTROL,MULTIPLE_MEASUREMENT,SPECIES_NAME_BINOMIAL,SPECIES_NAME_COMMON,STRAIN_CLONE_SOURCE,SPECIES_CLASS,SPECIES_PHYLUM,SPECIES_KINGDOM,ECOSYSTEM,LIFE_STAGE,EXPOSURE_DURATION_HOURS,PESTICIDE_CLASS,NANO_FORMULATION,SEX,EXPOSURE_ROUTE,ACUTE_CHRONIC_TOXICITY,TEMPERATURE_°C,PH,FEEDING_STATE,AGE_TEST_ORGANISM_HOURS,REGULATORY_STANDARDISED_GUIDELINES_FOLLOWED,WATER_HARDNESS_mg_L_Ca_CO3,SE_SIMULATION_REQUIRED,FORMULATION_TYPE,FORMULATION_EXPRESSED_IN_AI_CONC,FORMULATION_VALUE_ADJUSTED,YEAR_PUBLISHED,NOTES
403,wos2085,chlorantraniliprole,6,LC50,2.3,3,CI_95,12,10,"4 replicates, 10 individuals, repeated 3 times",Altacor,8.5,LC50,1.9,3,CI_95,12,10,"4 replicates, 10 individuals, repeated 3 times",probit,wos2085_a,wos2085_1,Ceriodaphnia dubia,n/a,Washington State University,Branchiopoda,Arthropoda,Animalia,Aquatic,neonate,48,insecticide,NO,n/a,environmental,acute,25,7.6,fed,24,NO,90,NO,Water-dispersible granules,YES,n/a,2022,n/a
404,wos937,chlorpyrifos,122,LC50,18,23,CI_95,4,10,"4 replicates, 10 individuals",Judo 40 EC,100,LC50,16,20,CI_95,4,10,"4 replicates, 10 individuals",Trimmed Spearman–Karber,wos937_a,wos937_1,Perionyx excavatus,n/a,University of Ruhuna,Clitellata,Annelida,Animalia,Terrestrial,adult,672,insecticide,NO,n/a,environmental,chronic,26,6.65,fed,n/a,YES,n/a,NO,Emulsifiable concentrate,YES,n/a,2010,n/a
405,wos937,Carbofuran,9,LC50,1,1,CI_95,4,10,"4 replicates, 10 individuals",Curator,8,LC50,1,1,CI_95,4,10,"4 replicates, 10 individuals",Trimmed Spearman–Karber,wos937_b,wos937_2,Perionyx excavatus,n/a,University of Ruhuna,Clitellata,Annelida,Animalia,Terrestrial,adult,672,insecticide,NO,n/a,environmental,chronic,26,6.65,fed,n/a,YES,n/a,NO,granules,YES,n/a,2010,n/a
406,wos937,mancozeb,541,LC50,44,49,CI_95,4,10,"4 replicates, 10 individuals",Dithane M 45,500,LC50,40,44,CI_95,4,10,"4 replicates, 10 individuals",Trimmed Spearman–Karber,wos937_c,wos937_3,Perionyx excavatus,n/a,University of Ruhuna,Clitellata,Annelida,Animalia,Terrestrial,adult,672,fungicide,NO,n/a,environmental,chronic,26,6.65,fed,n/a,YES,n/a,NO,wettable powder,YES,n/a,2010,n/a
407,wos848,clomazone,61.4,LC50,8.8,10.2,CI_95,6,20,"3 replicates, 20 individuals, repeated twice",Rampa EC,9.6,LC50,0.1,0.2,CI_95,6,20,"3 replicates, 20 individuals, repeated twice",nonlinear logarithmic regression,wos848_a,wos848_1,Danio rerio,zebrafish,University of Masaryk,Teleostei ,Chordata,Animalia,Aquatic,embryo,117,herbicide,NO,n/a,environmental,acute,26,7.1,n/a,3,YES,140,NO,Emulsifiable concentrate,YES,n/a,2017,n/a
408,wos848,clomazone,61.4,LC50,8.8,10.2,CI_95,6,20,"3 replicates, 20 individuals, repeated twice",GAT Cenit 36 CS,92.5,LC50,2.7,4.9,CI_95,6,20,"3 replicates, 20 individuals, repeated twice",nonlinear logarithmic regression,wos848_a,wos848_2,Danio rerio,zebrafish,University of Masaryk,Teleostei ,Chordata,Animalia,Aquatic,embryo,117,herbicide,NO,n/a,environmental,acute,26,7.1,n/a,3,YES,140,NO,Aqueous capsule suspensions,YES,n/a,2017,n/a
409,wos858,Epoxiconazole,4900,EC50,460,460,SE,3,3,"triplicate, repeated 3 times",Opus,4.47,EC50,0.4,0.4,SE,3,3,"triplicate, repeated 3 times",Regtox,wos858_a,wos858_1,Chaetoceros calcitrans,n/a,"Ifremer, France",Mediophyceae,Bacillariophyta,Chromista,Aquatic,n/a,72,fungicide,NO,n/a,environmental,acute,20,n/a,f/2 medium,n/a,YES,n/a,NO,Aqueous suspension concentrates,YES,n/a,2013,n/a
410,wos858,Epoxiconazole,2310,EC50,180,180,SE,3,3,"triplicate, repeated 3 times",Opus,2.9,EC50,0.24,0.24,SE,3,3,"triplicate, repeated 3 times",Regtox,wos858_b,wos858_2,Chaetoceros calcitrans,n/a,"Ifremer, France",Mediophyceae,Bacillariophyta,Chromista,Aquatic,n/a,72,fungicide,NO,n/a,environmental,acute,20,n/a,Gabes medium,n/a,YES,n/a,NO,Aqueous suspension concentrates,YES,n/a,2013,n/a
411,wos303,azoxystrobin,20.54,LC50,0.78,0.78,CI_95,3,10,"3 replicates, 10 individuals per replicate",Quadris,18.44,LC50,1.82,1.82,CI_95,3,10,"3 replicates, 10 individuals per replicate",three parameter logistic,wos303_a,wos303_1,Enchytraeus albidus,n/a,"Complutense, University of Madrid",Clitellata,Annelida,Animalia,Terrestrial,adult,24,fungicide,NO,n/a,environmental,acute,20,6,n/a,n/a,YES,n/a,NO,Aqueous suspension concentrates,YES,n/a,2022,n/a
412,wos303,azoxystrobin,18.76,LC50,0.57,0.57,CI_95,3,10,"3 replicates, 10 individuals per replicate",Quadris,18.12,LC50,0.65,-0.36,CI_95,3,10,"3 replicates, 10 individuals per replicate",three parameter logistic,wos303_b,wos303_1,Enchytraeus albidus,n/a,"Complutense, University of Madrid",Clitellata,Annelida,Animalia,Terrestrial,adult,48,fungicide,NO,n/a,environmental,acute,20,6,n/a,n/a,YES,n/a,NO,Aqueous suspension concentrates,YES,n/a,2022,note negative CI.
413,wos303,azoxystrobin,17.65,LC50,0.35,0.34,CI_95,3,10,"3 replicates, 10 individuals per replicate",Quadris,16.98,LC50,0.51,0.52,CI_95,3,10,"3 replicates, 10 individuals per replicate",three parameter logistic,wos303_c,wos303_1,Enchytraeus albidus,n/a,"Complutense, University of Madrid",Clitellata,Annelida,Animalia,Terrestrial,adult,72,fungicide,NO,n/a,environmental,acute,20,6,n/a,n/a,YES,n/a,NO,Aqueous suspension concentrates,YES,n/a,2022,n/a
414,wos303,azoxystrobin,16.76,LC50,0.25,0.25,CI_95,3,10,"3 replicates, 10 individuals per replicate",Quadris,15.29,LC50,0.41,0.42,CI_95,3,10,"3 replicates, 10 individuals per replicate",three parameter logistic,wos303_d,wos303_1,Enchytraeus albidus,n/a,"Complutense, University of Madrid",Clitellata,Annelida,Animalia,Terrestrial,adult,168,fungicide,NO,n/a,environmental,acute,20,6,n/a,n/a,YES,n/a,NO,Aqueous suspension concentrates,YES,n/a,2022,n/a
415,scopus1462,glyphosate,>17.9,LC50,n/a,n/a,n/a,3,20,"3 replicates, 20 individuals",Glyfos AU,9,LC50,0.3,0.4,CI_95,3,20,"3 replicates, 20 individuals",Trimmed Spearman–Karber,scopus1462_a,scopus1462_1,R. clamitans,n/a,Otonabee River,Amphibia,Chordata,Animalia,Aquatic/Terrestrial,larvae,24,herbicide,NO,n/a,environmental,acute,20,n/a,fed,n/a,NO,n/a,YES,soluble concentrate,YES,n/a,2004,"glyphosate vs Roundup Biactive, Touchdown and Glyfos Bio were discounted as they were all >17.9 and only 4 concentrations were tested. Impossible to know as concentrations tested weren't listed but assumed 3 orders of magnitude were not tested. No range finding performed."
416,scopus1462,glyphosate,>17.9,LC50,n/a,n/a,n/a,3,20,"3 replicates, 20 individuals",Roundup Transorb,2.3,LC50,0.1,0.1,CI_95,3,20,"3 replicates, 20 individuals",Trimmed Spearman–Karber,scopus1462_a,scopus1462_2,R. clamitans,n/a,Otonabee River,Amphibia,Chordata,Animalia,Aquatic/Terrestrial,larvae,24,herbicide,NO,n/a,environmental,acute,20,n/a,fed,n/a,NO,n/a,YES,soluble concentrate,YES,n/a,2004,n/a
417,scopus1462,glyphosate,>17.9,LC50,n/a,n/a,n/a,3,20,"3 replicates, 20 individuals",Glyfos AU,8.9,LC50,0.3,0.3,CI_95,3,20,"3 replicates, 20 individuals",Trimmed Spearman–Karber,scopus1462_b,scopus1462_1,R. clamitans,n/a,Otonabee River,Amphibia,Chordata,Animalia,Aquatic/Terrestrial,larvae,96,herbicide,NO,n/a,environmental,acute,20,n/a,fed,n/a,NO,n/a,YES,soluble concentrate,YES,n/a,2004,n/a
418,scopus1462,glyphosate,>17.9,LC50,n/a,n/a,n/a,3,20,"3 replicates, 20 individuals",Glyfos AU,2.2,LC50,0.1,0.2,CI_95,3,20,"3 replicates, 20 individuals",Trimmed Spearman–Karber,scopus1462_b,scopus1462_2,R. clamitans,n/a,Otonabee River,Amphibia,Chordata,Animalia,Aquatic/Terrestrial,larvae,96,herbicide,NO,n/a,environmental,acute,20,n/a,fed,n/a,NO,n/a,YES,soluble concentrate,YES,n/a,2004,n/a
419,wos70,guthion,10.63,LC50,0.42,0.44,CI_95,3,20,"3 replicates, 20 individuals",Guthion 2S,1.6,LC50,0.28,0.35,CI_95,3,20,"3 replicates, 20 individuals",Trimmed Spearman–Karber,wos70_a,wos70_1,Xenopus laevis,african clawed frog,"Environmental Research Lab, Corvallis",Amphibia,Chordata,Animalia,Aquatic,embryo,96,insecticide,NO,n/a,environmental,acute,24,7.4,n/a,n/a,YES,46,NO,Emulsifiable concentrate,YES,n/a,1994,Extracted guthion test 4 because it had the same test volume as the formulation test and reached an endpoint due to an appropriately broad concentration range  (unlike test 1 and 2). Test 3 did not have a calculable CI. 
420,scopus65,imidacloprid,0.86,LC50,0.082,0.082,SE,4,30,"4 trays, 30 individuals",Confidor 200 SC,0.72,LC50,0.013,0.013,SE,4,30,"4 trays, 30 individuals",Compusyn,scopus65_a,scopus65_1,Bombyx mori,silk worm,H1*KK*G2*V2,Insecta,Arthropoda,Animalia,Terrestrial,2nd instar,48,insecticide,NO,n/a,contact,acute,25,n/a,n/a,n/a,NO,n/a,NO,Aqueous suspension concentrates,YES,n/a,2022,n/a
421,scopus65,imidacloprid,1.09,LC50,0.071,0.071,SE,4,30,"4 trays, 30 individuals",Confidor 200 SC,1.24,LC50,0.029,0.029,SE,4,30,"4 trays, 30 individuals",Compusyn,scopus65_b,scopus65_2,Bombyx mori,silk worm,H1*KK*G2*V2,Insecta,Arthropoda,Animalia,Terrestrial,3rd instar,48,insecticide,NO,n/a,contact,acute,25,n/a,n/a,n/a,NO,n/a,NO,Aqueous suspension concentrates,YES,n/a,2022,n/a
422,scopus65,imidacloprid,2.39,LC50,0.186,0.186,SE,4,30,"4 trays, 30 individuals",Confidor 200 SC,2.2,LC50,0.196,0.196,SE,4,30,"4 trays, 30 individuals",Compusyn,scopus65_c,scopus65_3,Bombyx mori,silk worm,H1*KK*G2*V2,Insecta,Arthropoda,Animalia,Terrestrial,4th instar,48,insecticide,NO,n/a,contact,acute,25,n/a,n/a,n/a,NO,n/a,NO,Aqueous suspension concentrates,YES,n/a,2022,n/a
423,scopus65,imidacloprid,2.75,LC50,0.162,0.162,SE,4,30,"4 trays, 30 individuals",Confidor 200 SC,2.96,LC50,0.216,0.216,SE,4,30,"4 trays, 30 individuals",Compusyn,scopus65_d,scopus65_4,Bombyx mori,silk worm,H1*KK*G2*V2,Insecta,Arthropoda,Animalia,Terrestrial,5th instar,48,insecticide,NO,n/a,contact,acute,25,n/a,n/a,n/a,NO,n/a,NO,Aqueous suspension concentrates,YES,n/a,2022,n/a
424,scopus3664,fenvalerate,14.3,LC50,7.9,41.7,CI_95,8,2,"8 tanks, 2 larvae per tank",Emulsified fenvalerate,12.3,LC50,6,22.7,CI_95,8,2,"8 tanks, 2 larvae per tank",probit,scopus3664_a,scopus3664_1,Melanotaenia fluviatilis,crimson-spotted rainbow fish,Murray river,Teleostei ,Chordata,Animalia,Aquatic,larvae,96,insecticide,NO,n/a,environmental,acute,25,7,n/a,n/a,NO,20,NO,Emulsifiable concentrate,YES,n/a,1994,"repeated experiment 4-5 times, calculated LC50 each time then reported average and a SE. This isn't the SE I want. Luckily reported 95% CI of each replicate. Selected the middle one (if 4 selected 2nd or replicate with a CI). "
425,scopus3664,esfenvalerate,0.9,LC50,0.3,0.4,CI_95,8,2,"8 tanks, 2 larvae per tank",Emulsified esfenvalerate,1.8,LC50,0.9,1.5,CI_95,8,2,"8 tanks, 2 larvae per tank",probit,scopus3664_b,scopus3664_2,Melanotaenia fluviatilis,crimson-spotted rainbow fish,Murray river,Teleostei ,Chordata,Animalia,Aquatic,larvae,96,insecticide,NO,n/a,environmental,acute,25,7,n/a,n/a,NO,20,NO,Emulsifiable concentrate,YES,n/a,1994,"repeated experiment 4-5 times, calculated LC50 each time then reported average and a SE. This isn't the SE I want. Luckily reported 95% CI of each replicate. Selected the middle one (if 4 selected 2nd or replicate with a CI). "
426,scopus3713,methyl parathion,4.46,LC50,1.19,3.74,CI_95,2,10,"2 replicates, 10 individuals each",Penncap-M,8.17,LC50,0.69,0.76,CI_95,2,10,"2 replicates, 10 individuals each",moving average method,scopus3713_a,scopus3713_1,Pimephales promelas,fathead minnow,Environmental Research Laboratory-Duluth Fish Culture Unit,Teleostei ,Chordata,Animalia,Aquatic,larvae,96,insecticide,NO,n/a,environmental,acute,25,7.6,n/a,n/a,YES,45.8,NO,Aqueous capsule suspensions,YES,n/a,1982,water age changed. 5 weeks old. Static. Renewal values were ignored as both were available.
427,scopus3713,methyl parathion,1.22,LC50,0.23,0.3,CI_95,2,10,"2 replicates, 10 individuals each",Penncap-M,3.47,LC50,0.47,0.56,CI_95,2,10,"2 replicates, 10 individuals each",moving average method,scopus3713_b,scopus3713_2,Pimephales promelas,fathead minnow,Environmental Research Laboratory-Duluth Fish Culture Unit,Teleostei ,Chordata,Animalia,Aquatic,larvae,96,insecticide,NO,n/a,environmental,acute,25,7.6,n/a,n/a,YES,45.8,NO,Aqueous capsule suspensions,YES,n/a,1982,water age changed. 10 weeks old. Static. Renewal values were ignored as both were available.
428,scopus3713,chlorpyrifos,0.15,LC50,0.03,0.04,CI_95,2,10,"2 replicates, 10 individuals each",Dursban 10 CR,0.28,LC50,0.06,0.08,CI_95,2,10,"2 replicates, 10 individuals each",moving average method,scopus3713_c,scopus3713_3,Pimephales promelas,fathead minnow,Environmental Research Laboratory-Duluth Fish Culture Unit,Teleostei ,Chordata,Animalia,Aquatic,larvae,96,insecticide,NO,n/a,environmental,acute,25,7.6,n/a,n/a,YES,45.8,NO,Aqueous capsule suspensions,YES,n/a,1982,water age changed. 10 weeks old. Static.  Renewal values were ignored as both were available.
429,scopus3713,diazinon,4.3,LC50,0.9,0.9,CI_95,2,10,"2 replicates, 10 individuals each",Knox Out 2 FM,6.1,LC50,1.1,1.5,CI_95,2,10,"2 replicates, 10 individuals each",moving average method,scopus3713_d,scopus3713_4,Pimephales promelas,fathead minnow,Environmental Research Laboratory-Duluth Fish Culture Unit,Teleostei ,Chordata,Animalia,Aquatic,larvae,96,insecticide,NO,n/a,environmental,acute,25,7.6,n/a,n/a,YES,45.8,NO,Aqueous capsule suspensions,YES,n/a,1982,water age changed. 1 week old. Static. Renewal values were ignored as both were available.
430,scopus3713,diazinon,2.1,LC50,0.4,0.8,CI_95,2,10,"2 replicates, 10 individuals each",Knox Out 2 FM,5.1,LC50,0.7,1,CI_95,2,10,"2 replicates, 10 individuals each",moving average method,scopus3713_e,scopus3713_5,Pimephales promelas,fathead minnow,Environmental Research Laboratory-Duluth Fish Culture Unit,Teleostei ,Chordata,Animalia,Aquatic,larvae,96,insecticide,NO,n/a,environmental,acute,25,7.6,n/a,n/a,YES,45.8,NO,Aqueous capsule suspensions,YES,n/a,1982,water age changed. 11 weeks old. Static. Renewal values were ignored as both were available.
431,scopus3713,methyl parathion,0.78341,LC50,0.030251,0.030251,SE,2,15,"2 replicates, 15 individuals each",Penncap-M,0.767572,LC50,0.0097272,0.0097272,SE,2,15,"2 replicates, 15 individuals each",three parameter logistic,scopus3713_f,scopus3713_6,Pimephales promelas,fathead minnow,Environmental Research Laboratory-Duluth Fish Culture Unit,Teleostei ,Chordata,Animalia,Aquatic,larvae,768,insecticide,NO,n/a,environmental,chronic,25,7.6,fed,n/a,YES,45.8,NO,Aqueous capsule suspensions,YES,n/a,1982,chlorpyrifos chronic was excluded as no effect for either and very narrow concentration range tested. Calculated LC50 and SE myself for chronic data.
432,scopus3713,diazinon,0.436774,LC50,0.054097,0.054097,SE,2,15,"2 replicates, 15 individuals each",Knox Out 2 FM,>0.490,LC50,n/a,n/a,n/a,2,15,"2 replicates, 15 individuals each",three parameter logistic,scopus3713_g,scopus3713_7,Pimephales promelas,fathead minnow,Environmental Research Laboratory-Duluth Fish Culture Unit,Teleostei ,Chordata,Animalia,Aquatic,larvae,768,insecticide,NO,n/a,environmental,chronic,25,7.6,fed,n/a,YES,45.8,YES,Aqueous capsule suspensions,YES,n/a,1982,chlorpyrifos chronic was excluded as no effect for either and very narrow concentration range tested. Calculated LC50 and SE myself for chronic data.
433,scopus1069,glyphosate-IPA,55,LC50,24,42,CI_95,2,5,"1 container, 10 individuals",Roundup,18,LC50,8.6,14,CI_95,2,5,"1 container, 10 individuals",litchfield-wilcoxon,scopus1069_a,scopus1069_1,Chironomus plumosus,buzzer midge,Columbia National Fisheries Research Laboratory,Insecta,Arthropoda,Animalia,Aquatic,larvae,48,herbicide,NO,n/a,environmental,acute,22,7.2,n/a,n/a,YES,40,NO,soluble concentrate,YES,n/a,1979,"sample sizes extracted from Methods for acute toxicity tests with fish, macroinvertebrates and amphibians.1975, which was followed for acute toxicity tests."
434,scopus1069,glyphosate-IPA,140,LC50,20,30,CI_95,2,5,"1 container, 10 individuals",Roundup,8.3,LC50,1.3,1.6,CI_95,2,5,"1 container, 10 individuals",litchfield-wilcoxon,scopus1069_b,scopus1069_2,Oncorhynchus mykiss,rainbow trout,U.S. Fish and Wildlife Service hatcheries,Teleostei ,Chordata,Animalia,Aquatic,adult,24,herbicide,NO,n/a,environmental,acute,12,7.2,n/a,n/a,YES,40,NO,soluble concentrate,YES,n/a,1979,"sample sizes extracted from Methods for acute toxicity tests with fish, macroinvertebrates and amphibians.1975, which was followed for acute toxicity tests."
435,scopus1069,glyphosate-IPA,140,LC50,20,30,CI_95,2,5,"1 container, 10 individuals",Roundup,8.3,LC50,1.3,1.6,CI_95,2,5,"1 container, 10 individuals",litchfield-wilcoxon,scopus1069_c,scopus1069_2,Oncorhynchus mykiss,rainbow trout,U.S. Fish and Wildlife Service hatcheries,Teleostei ,Chordata,Animalia,Aquatic,adult,96,herbicide,NO,n/a,environmental,acute,12,7.2,n/a,n/a,YES,40,NO,soluble concentrate,YES,n/a,1979,"sample sizes extracted from Methods for acute toxicity tests with fish, macroinvertebrates and amphibians.1975, which was followed for acute toxicity tests."
436,scopus1069,glyphosate-IPA,97,LC50,18,23,CI_95,2,5,"1 container, 10 individuals",Roundup,2.4,LC50,0.4,0.5,CI_95,2,5,"1 container, 10 individuals",litchfield-wilcoxon,scopus1069_d,scopus1069_3,Pimephales promelas,fathead minnow,U.S. Fish and Wildlife Service hatcheries,Teleostei ,Chordata,Animalia,Aquatic,adult,24,herbicide,NO,n/a,environmental,acute,22,7.2,n/a,n/a,YES,40,NO,soluble concentrate,YES,n/a,1979,"sample sizes extracted from Methods for acute toxicity tests with fish, macroinvertebrates and amphibians.1975, which was followed for acute toxicity tests."
437,scopus1069,glyphosate-IPA,97,LC50,18,23,CI_95,2,5,"1 container, 10 individuals",Roundup,2.3,LC50,0.4,0.5,CI_95,2,5,"1 container, 10 individuals",litchfield-wilcoxon,scopus1069_e,scopus1069_3,Pimephales promelas,fathead minnow,U.S. Fish and Wildlife Service hatcheries,Teleostei ,Chordata,Animalia,Aquatic,adult,96,herbicide,NO,n/a,environmental,acute,22,7.2,n/a,n/a,YES,40,NO,soluble concentrate,YES,n/a,1979,"sample sizes extracted from Methods for acute toxicity tests with fish, macroinvertebrates and amphibians.1975, which was followed for acute toxicity tests."
438,scopus1069,glyphosate-IPA,130,LC50,20,30,CI_95,2,5,"1 container, 10 individuals",Roundup,13,LC50,2,3,CI_95,2,5,"1 container, 10 individuals",litchfield-wilcoxon,scopus1069_f,scopus1069_4,Ictalurus punctatus,channel catfish,U.S. Fish and Wildlife Service hatcheries,Teleostei ,Chordata,Animalia,Aquatic,adult,24,herbicide,NO,n/a,environmental,acute,22,7.2,n/a,n/a,YES,40,NO,soluble concentrate,YES,n/a,1979,"sample sizes extracted from Methods for acute toxicity tests with fish, macroinvertebrates and amphibians.1975, which was followed for acute toxicity tests."
439,scopus1069,glyphosate-IPA,130,LC50,20,30,CI_95,2,5,"1 container, 10 individuals",Roundup,13,LC50,2,3,CI_95,2,5,"1 container, 10 individuals",litchfield-wilcoxon,scopus1069_g,scopus1069_4,Ictalurus punctatus,channel catfish,U.S. Fish and Wildlife Service hatcheries,Teleostei ,Chordata,Animalia,Aquatic,adult,96,herbicide,NO,n/a,environmental,acute,22,7.2,n/a,n/a,YES,40,NO,soluble concentrate,YES,n/a,1979,"sample sizes extracted from Methods for acute toxicity tests with fish, macroinvertebrates and amphibians.1975, which was followed for acute toxicity tests."
440,scopus1069,glyphosate-IPA,150,LC50,30,40,CI_95,2,5,"1 container, 10 individuals",Roundup,6.4,LC50,1.6,2.2,CI_95,2,5,"1 container, 10 individuals",litchfield-wilcoxon,scopus1069_h,scopus1069_5,Lepomis macrochirus,bluegill,U.S. Fish and Wildlife Service hatcheries,Teleostei ,Chordata,Animalia,Aquatic,adult,24,herbicide,NO,n/a,environmental,acute,22,7.2,n/a,n/a,YES,40,NO,soluble concentrate,YES,n/a,1979,"sample sizes extracted from Methods for acute toxicity tests with fish, macroinvertebrates and amphibians.1975, which was followed for acute toxicity tests."
441,scopus1069,glyphosate-IPA,140,LC50,30,20,CI_95,2,5,"1 container, 10 individuals",Roundup,5,LC50,1.2,1.6,CI_95,2,5,"1 container, 10 individuals",litchfield-wilcoxon,scopus1069_i,scopus1069_5,Lepomis macrochirus,bluegill,U.S. Fish and Wildlife Service hatcheries,Teleostei ,Chordata,Animalia,Aquatic,adult,96,herbicide,NO,n/a,environmental,acute,22,7.2,n/a,n/a,YES,40,NO,soluble concentrate,YES,n/a,1979,"sample sizes extracted from Methods for acute toxicity tests with fish, macroinvertebrates and amphibians.1975, which was followed for acute toxicity tests."
442,scopus1069,glyphosate-IPA,240,LC50,40,50,CI_95,2,5,"1 container, 10 individuals",Roundup,14,LC50,2,3,CI_95,2,5,"1 container, 10 individuals",litchfield-wilcoxon,scopus1069_j,scopus1069_6,Oncorhynchus mykiss,rainbow trout,U.S. Fish and Wildlife Service hatcheries,Teleostei ,Chordata,Animalia,Aquatic,adult,24,herbicide,NO,n/a,environmental,acute,12,6.5,n/a,n/a,YES,40,NO,soluble concentrate,YES,n/a,1979,"sample sizes extracted from Methods for acute toxicity tests with fish, macroinvertebrates and amphibians.1975, which was followed for acute toxicity tests."
443,scopus1069,glyphosate-IPA,140,LC50,20,30,CI_95,2,5,"1 container, 10 individuals",Roundup,7.6,LC50,1.2,1.5,CI_95,2,5,"1 container, 10 individuals",litchfield-wilcoxon,scopus1069_k,scopus1069_6,Oncorhynchus mykiss,rainbow trout,U.S. Fish and Wildlife Service hatcheries,Teleostei ,Chordata,Animalia,Aquatic,adult,96,herbicide,NO,n/a,environmental,acute,12,6.5,n/a,n/a,YES,40,NO,soluble concentrate,YES,n/a,1979,"sample sizes extracted from Methods for acute toxicity tests with fish, macroinvertebrates and amphibians.1975, which was followed for acute toxicity tests."
444,scopus1069,glyphosate-IPA,240,LC50,40,50,CI_95,2,5,"1 container, 10 individuals",Roundup,2.4,LC50,0.4,0.5,CI_95,2,5,"1 container, 10 individuals",litchfield-wilcoxon,scopus1069_l,scopus1069_7,Oncorhynchus mykiss,rainbow trout,U.S. Fish and Wildlife Service hatcheries,Teleostei ,Chordata,Animalia,Aquatic,adult,24,herbicide,NO,n/a,environmental,acute,12,9.5,n/a,n/a,YES,40,NO,soluble concentrate,YES,n/a,1979,"sample sizes extracted from Methods for acute toxicity tests with fish, macroinvertebrates and amphibians.1975, which was followed for acute toxicity tests."
445,scopus1069,glyphosate-IPA,240,LC50,40,50,CI_95,2,5,"1 container, 10 individuals",Roundup,1.4,LC50,0.2,0.3,CI_95,2,5,"1 container, 10 individuals",litchfield-wilcoxon,scopus1069_m,scopus1069_7,Oncorhynchus mykiss,rainbow trout,U.S. Fish and Wildlife Service hatcheries,Teleostei ,Chordata,Animalia,Aquatic,adult,96,herbicide,NO,n/a,environmental,acute,12,9.5,n/a,n/a,YES,40,NO,soluble concentrate,YES,n/a,1979,"sample sizes extracted from Methods for acute toxicity tests with fish, macroinvertebrates and amphibians.1975, which was followed for acute toxicity tests."
446,scopus1069,glyphosate-IPA,240,LC50,40,50,CI_95,2,5,"1 container, 10 individuals",Roundup,7.6,LC50,1.2,1.5,CI_95,2,5,"1 container, 10 individuals",litchfield-wilcoxon,scopus1069_n,scopus1069_8,Lepomis macrochirus,bluegill,U.S. Fish and Wildlife Service hatcheries,Teleostei ,Chordata,Animalia,Aquatic,adult,24,herbicide,NO,n/a,environmental,acute,22,6.5,n/a,n/a,YES,40,NO,soluble concentrate,YES,n/a,1979,"sample sizes extracted from Methods for acute toxicity tests with fish, macroinvertebrates and amphibians.1975, which was followed for acute toxicity tests."
447,scopus1069,glyphosate-IPA,140,LC50,20,30,CI_95,2,5,"1 container, 10 individuals",Roundup,4.2,LC50,0.7,0.8,CI_95,2,5,"1 container, 10 individuals",litchfield-wilcoxon,scopus1069_o,scopus1069_8,Lepomis macrochirus,bluegill,U.S. Fish and Wildlife Service hatcheries,Teleostei ,Chordata,Animalia,Aquatic,adult,96,herbicide,NO,n/a,environmental,acute,22,6.5,n/a,n/a,YES,40,NO,soluble concentrate,YES,n/a,1979,"sample sizes extracted from Methods for acute toxicity tests with fish, macroinvertebrates and amphibians.1975, which was followed for acute toxicity tests."
